Data;Tipo;Esporte;Título da aposta;Cotação;Valor;Ganho;Lucro;Estado;Casa de apostas;Tipster;Categoria;Competição;Tipo de aposta;Closing Odds;Comissão;Bónus de ganho;Ao vivo;Aposta gratuita;Cashout;Eachway;Comentário
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
